Player,Year,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,cluster,x_cor,y_cor,Pos
Fred VanVleet,2020,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6,2,12.703783872821859,-4.626502598078997,SG
Nikola Vučević,2020,32.2,8.0,16.7,0.47700000000000004,1.6,4.7,0.33899999999999997,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,2,15.54889495555163,5.245382302685796,C
Moritz Wagner,2020,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.5920000000000001,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,1,-7.9410336042192755,2.2835975992415043,C
Dion Waiters,2020,20.7,4.1,9.9,0.414,1.5,4.7,0.319,2.6,5.2,0.5,0.49,1.4,1.7,0.8240000000000001,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1,11.1,4,-3.3730001376023053,-2.4118363944695433,SG
Dion Waiters,2020,23.6,4.4,10.4,0.425,1.0,4.3,0.233,3.4,6.1,0.5579999999999999,0.473,2.0,2.3,0.875,0.3,1.6,1.9,2.4,0.6,0.6,1.9,2.3,11.9,4,-0.7152906664490064,-2.521367695404374,SG
Kemba Walker,2020,31.1,6.8,15.9,0.425,3.2,8.4,0.381,3.5,7.4,0.47600000000000003,0.526,3.7,4.3,0.8640000000000001,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4,2,12.874165454008098,-5.15399939668402,PG
Lonnie Walker,2020,16.2,2.5,5.9,0.426,0.7,1.7,0.406,1.8,4.2,0.434,0.483,0.7,1.0,0.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4,1,-11.603336022720859,0.023038636062648495,SG
Brad Wanamaker,2020,19.3,2.3,5.1,0.44799999999999995,0.5,1.4,0.363,1.8,3.7,0.48100000000000004,0.499,1.8,1.9,0.9259999999999999,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9,1,-9.849266115623658,-0.44564766708622716,PG
T.J. Warren,2020,32.9,8.0,14.9,0.536,1.4,3.4,0.40299999999999997,6.6,11.5,0.575,0.581,2.5,3.0,0.8190000000000001,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,2,13.539418747354635,0.3044392897893841,SF
P.J. Washington,2020,30.3,4.6,10.2,0.455,1.5,4.0,0.374,3.1,6.2,0.507,0.528,1.5,2.3,0.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2,0,3.410998216325244,0.0960466777542294,PF
Russell Westbrook,2020,35.9,10.6,22.5,0.47200000000000003,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2,3,27.943461216823007,4.255258888374534,PG
Coby White,2020,25.8,4.8,12.2,0.39399999999999996,2.0,5.8,0.354,2.8,6.4,0.43,0.478,1.6,2.0,0.7909999999999999,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2,0,2.4201164539552082,-2.730282851610967,PG
Derrick White,2020,24.7,3.7,8.1,0.45799999999999996,1.2,3.2,0.366,2.6,4.9,0.518,0.53,2.6,3.1,0.853,0.5,2.8,3.3,3.5,0.6,0.9,1.3,2.2,11.3,4,-1.6118030404472092,-1.0523084766154402,SG
Hassan Whiteside,2020,30.0,6.5,10.5,0.621,0.1,0.1,0.5710000000000001,6.4,10.4,0.622,0.624,2.4,3.6,0.6859999999999999,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5,2,8.483798503442628,11.59033254465243,C
Andrew Wiggins,2020,34.4,8.1,18.1,0.447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.7090000000000001,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8,3,18.118744680191355,-1.3163348801588621,SF
Andrew Wiggins,2020,34.6,8.4,18.8,0.444,2.2,6.5,0.331,6.2,12.3,0.505,0.502,3.5,4.9,0.72,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4,3,19.116493947076076,-1.3949642172239927,SF
Andrew Wiggins,2020,33.6,7.2,15.7,0.457,1.7,4.9,0.33899999999999997,5.5,10.8,0.512,0.511,3.4,5.1,0.672,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2,19.4,2,14.44230528525261,-0.8706702377679171,SF
Kenrich Williams,2020,21.3,1.3,3.8,0.34700000000000003,0.6,2.5,0.258,0.7,1.3,0.52,0.43200000000000005,0.2,0.7,0.34600000000000003,1.3,3.5,4.8,1.5,0.7,0.5,0.6,2.3,3.5,1,-12.164792802292489,0.7257527316954467,PF
Lou Williams,2020,28.7,6.0,14.4,0.418,1.7,4.8,0.35200000000000004,4.3,9.6,0.451,0.47700000000000004,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2,2,10.042485446459606,-2.302367553864473,PG
Marvin Williams,2020,19.5,2.1,4.6,0.446,1.0,2.7,0.359,1.1,1.9,0.568,0.551,0.8,1.0,0.86,0.5,2.6,3.2,1.0,0.6,0.5,0.6,1.8,5.9,1,-11.22950006380895,-0.6444174262767927,PF
Marvin Williams,2020,19.7,2.3,5.1,0.44799999999999995,1.1,2.9,0.376,1.2,2.3,0.5379999999999999,0.552,1.0,1.2,0.86,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7,1,-10.305730756061006,-1.1760459904363791,PF
Marvin Williams,2020,18.9,1.5,3.4,0.439,0.7,2.3,0.308,0.8,1.1,0.722,0.544,0.4,0.4,0.857,0.9,3.5,4.4,1.1,0.6,0.5,0.5,1.9,4.0,1,-13.463117677059598,0.7144058103626946,PF
Zion Williamson,2020,27.8,8.8,15.0,0.583,0.3,0.6,0.429,8.5,14.4,0.59,0.5920000000000001,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8,22.5,2,14.647438586760241,5.484885669103359,PF
Justise Winslow,2020,32.0,4.5,11.7,0.38799999999999996,0.5,2.5,0.222,4.0,9.3,0.431,0.41100000000000003,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3,0,5.732184604823692,2.791119801641682,SG
Christian Wood,2020,21.4,4.6,8.2,0.5670000000000001,0.9,2.3,0.386,3.8,5.9,0.636,0.62,2.9,3.9,0.7440000000000001,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1,4,-1.38046355928055,3.1165078442431975,PF
Delon Wright,2020,21.5,2.6,5.6,0.462,0.6,1.7,0.37,2.0,3.9,0.504,0.519,1.1,1.4,0.77,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3,6.9,1,-8.046511415893418,0.6280201518051376,PG
Thaddeus Young,2020,24.9,4.2,9.4,0.44799999999999995,1.2,3.5,0.35600000000000004,3.0,5.9,0.501,0.513,0.7,1.1,0.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3,4,-1.4655568992560972,0.3824562181107435,PF
Trae Young,2020,35.3,9.1,20.8,0.43700000000000006,3.4,9.5,0.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6,3,26.40381259413175,-5.5229922510617,PG
Cody Zeller,2020,23.1,4.3,8.3,0.524,0.3,1.3,0.24,4.0,7.0,0.5770000000000001,0.5429999999999999,2.1,3.1,0.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1,4,-1.4988390050328952,4.5498218317779875,C
Ivica Zubac,2020,18.4,3.3,5.3,0.613,0.0,0.0,0.0,3.3,5.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,1,-7.935886178877431,6.154279970378496,C
Steven Adams,2021,27.7,3.3,5.3,0.614,0.0,0.1,0.0,3.3,5.3,0.62,0.614,1.0,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,0,-3.280305191152952,5.726559150181514,C
Bam Adebayo,2021,33.5,7.2,12.5,0.5720000000000001,0.0,0.1,0.25,7.1,12.4,0.575,0.573,4.5,5.7,0.799,2.2,6.7,8.9,5.3,1.2,1.0,2.7,2.3,18.9,3,14.063052665385559,6.9566415748611306,C
LaMarcus Aldridge,2021,25.9,5.4,11.4,0.473,1.2,3.1,0.38799999999999996,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,4,2.8343074346118433,0.8369395435588234,C
LaMarcus Aldridge,2021,25.9,5.5,11.8,0.46399999999999997,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,4,3.1218363388722414,0.45085482273666244,C
LaMarcus Aldridge,2021,26.0,5.0,9.6,0.521,0.8,1.0,0.8,4.2,8.6,0.488,0.563,2.0,2.0,1.0,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,0,1.758927827115174,3.2514079645183096,C
Nickeil Alexander-Walker,2021,20.8,4.0,9.4,0.42200000000000004,1.6,4.6,0.348,2.4,4.8,0.493,0.507,0.9,1.3,0.741,0.3,2.8,3.1,2.1,1.0,0.5,1.4,1.9,10.5,2,-4.0634436745417775,-1.2490492711006747,SG
Grayson Allen,2021,25.2,3.5,8.3,0.418,2.1,5.5,0.391,1.3,2.8,0.47100000000000003,0.547,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6,4,-2.7561851075093653,-3.7673481042248746,SG
Jarrett Allen,2021,29.5,4.8,7.6,0.629,0.1,0.3,0.353,4.7,7.3,0.64,0.636,3.3,4.6,0.7040000000000001,3.1,6.8,9.9,1.7,0.5,1.5,1.6,1.6,12.9,0,3.56919292182105,7.229925553121413,C
Jarrett Allen,2021,26.7,3.7,5.4,0.677,0.0,0.0,0.0,3.7,5.4,0.677,0.677,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2,0,-0.47069547728762656,7.950389792740285,C
Jarrett Allen,2021,30.1,5.0,8.1,0.621,0.1,0.4,0.353,4.9,7.7,0.633,0.629,3.1,4.5,0.69,3.1,6.7,9.8,1.7,0.5,1.4,1.5,1.5,13.3,0,4.445747736365161,7.045709101474117,C
Al-Farouq Aminu,2021,18.9,1.7,4.3,0.384,0.3,1.6,0.21600000000000003,1.3,2.7,0.484,0.424,0.8,1.0,0.818,1.0,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4,2,-12.17076487048904,2.0073934806909417,PF
Al-Farouq Aminu,2021,21.6,2.1,5.2,0.40399999999999997,0.4,1.8,0.226,1.7,3.4,0.5,0.444,0.8,1.0,0.8240000000000001,1.2,4.2,5.4,1.7,1.0,0.5,1.5,1.3,5.5,2,-9.223203735193929,1.9659987137662527,PF
Kyle Anderson,2021,27.3,4.5,9.6,0.465,1.4,3.8,0.35700000000000004,3.1,5.8,0.536,0.536,2.1,2.7,0.779,0.8,5.0,5.8,3.5,1.2,0.8,1.2,1.7,12.4,4,1.8719606321495275,0.30594033856077896,PF
Giannis Antetokounmpo,2021,32.9,10.3,18.1,0.5660000000000001,1.1,3.7,0.3,9.2,14.5,0.634,0.597,6.5,9.5,0.6890000000000001,1.6,9.4,11.0,5.9,1.2,1.2,3.5,2.8,28.2,3,24.773937119553704,7.812024705650157,PF
Carmelo Anthony,2021,24.5,4.8,11.3,0.423,1.9,4.7,0.406,2.9,6.6,0.435,0.507,2.0,2.3,0.887,0.5,2.7,3.1,1.5,0.7,0.5,0.9,2.1,13.5,4,1.2845048646129609,-1.760236597964388,PF
Cole Anthony,2021,27.1,4.5,11.5,0.395,1.2,3.6,0.32899999999999996,3.4,7.9,0.425,0.447,2.1,2.5,0.83,0.8,3.8,4.6,4.1,0.6,0.4,2.1,2.1,12.4,4,3.0155283869102845,-0.0031206820609428923,PG
OG Anunoby,2021,33.3,5.8,12.1,0.48,2.4,6.1,0.39799999999999996,3.4,6.0,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9,1,8.424248528152317,-2.3595602016108765,SF
Trevor Ariza,2021,27.8,3.3,7.9,0.41200000000000003,1.6,4.6,0.34600000000000003,1.6,3.3,0.505,0.514,1.2,1.6,0.773,0.9,3.9,4.8,1.8,1.0,0.6,0.7,1.8,9.3,4,-2.1338130124057573,-2.149630928976759,SF
D.J. Augustin,2021,19.5,2.3,5.8,0.39299999999999996,1.4,3.6,0.39,0.9,2.2,0.39799999999999996,0.514,1.4,1.6,0.9059999999999999,0.3,1.3,1.6,3.2,0.5,0.0,1.1,1.0,7.4,2,-9.570168757512608,-2.530471506446,PG
D.J. Augustin,2021,19.3,1.9,5.2,0.37,1.3,3.5,0.38,0.6,1.7,0.349,0.49700000000000005,1.0,1.1,0.9,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9,6.1,2,-11.144034739885885,-2.8102700177831363,PG
D.J. Augustin,2021,20.1,3.1,7.1,0.43,1.6,3.9,0.409,1.5,3.2,0.455,0.541,2.4,2.6,0.9109999999999999,0.4,1.7,2.1,3.8,0.4,0.0,1.6,1.2,10.1,2,-6.1446297006708,-2.0093112536733706,PG
Deni Avdija,2021,23.3,2.4,5.8,0.41700000000000004,1.0,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3,2,-7.846016363517995,0.09347682946274162,SF
Deandre Ayton,2021,30.7,6.2,10.0,0.626,0.1,0.3,0.2,6.2,9.7,0.639,0.629,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4,0,6.880441356860501,8.056235875670916,C
Dwayne Bacon,2021,25.9,4.2,10.1,0.41100000000000003,0.9,2.9,0.29100000000000004,3.3,7.2,0.46,0.45299999999999996,2.0,2.4,0.82,0.4,2.7,3.1,1.3,0.6,0.1,0.6,1.4,11.2,4,0.0038289315180987413,-0.4959105170267307,SG
Marvin Bagley III,2021,25.9,5.7,11.4,0.504,0.9,2.5,0.34299999999999997,4.9,8.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,2.3,14.1,0,3.994589841379402,4.563410763205767,PF
LaMelo Ball,2021,28.8,5.8,13.0,0.442,1.8,5.1,0.355,4.0,7.9,0.499,0.512,2.4,3.2,0.755,1.2,4.7,6.0,6.2,1.6,0.4,3.0,2.8,15.8,1,7.726544697204279,0.16019672974064483,PG
Lonzo Ball,2021,31.8,5.3,12.7,0.414,3.1,8.3,0.37799999999999995,2.1,4.5,0.48200000000000004,0.537,0.9,1.2,0.7809999999999999,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,1,6.784579129223174,-5.213408747107663,PG
Desmond Bane,2021,22.3,3.5,7.4,0.473,1.8,4.0,0.44,1.7,3.4,0.511,0.5920000000000001,0.6,0.7,0.809,0.5,2.7,3.1,1.8,0.6,0.2,0.9,1.9,9.3,2,-5.669983376325525,-1.7777097677468867,SG
Harrison Barnes,2021,36.2,5.5,11.1,0.49700000000000005,1.7,4.4,0.391,3.8,6.7,0.5670000000000001,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,1,10.33942053867494,-0.5102562929791313,PF
RJ Barrett,2021,34.9,6.5,14.8,0.44,1.7,4.3,0.39299999999999996,4.8,10.5,0.45899999999999996,0.49700000000000005,2.9,3.8,0.743,1.0,4.8,5.8,3.0,0.8,0.3,1.9,2.6,17.5,1,13.15847459451113,0.29253506391005274,SG
Will Barton,2021,31.0,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.45899999999999996,0.507,1.7,2.2,0.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.7,4,4.248737238073313,-2.59226321754139,SF
Nicolas Batum,2021,27.6,2.8,6.2,0.46,1.6,4.1,0.40399999999999997,1.2,2.1,0.569,0.593,0.7,0.9,0.8390000000000001,0.8,4.0,4.8,2.3,1.0,0.6,0.8,1.6,8.1,4,-4.272666833251262,-2.276582649953742,SF
Aron Baynes,2021,18.2,2.4,5.6,0.431,0.4,1.9,0.237,2.0,3.8,0.527,0.47,0.5,0.7,0.73,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.8,2,-10.720204673919337,2.5453717088087746,C
Kent Bazemore,2021,19.6,2.6,5.8,0.449,1.1,2.8,0.41100000000000003,1.5,3.1,0.48200000000000004,0.546,0.8,1.1,0.6890000000000001,0.4,3.0,3.4,1.6,1.0,0.5,1.2,2.3,7.2,2,-9.250778659000702,-0.010662978968913004,SF
Darius Bazley,2021,31.2,5.0,12.5,0.402,1.5,5.2,0.294,3.5,7.3,0.478,0.46299999999999997,2.3,3.3,0.7020000000000001,0.9,6.3,7.3,1.8,0.5,0.5,2.2,1.1,13.9,1,6.93169987747162,0.7439974719057965,PF
Bradley Beal,2021,35.8,11.2,23.0,0.489,2.2,6.1,0.35100000000000003,9.1,16.8,0.539,0.535,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.4,3,29.57230828272991,0.43406611784259647,SG
Malik Beasley,2021,32.8,7.1,16.2,0.44,3.5,8.7,0.39899999999999997,3.7,7.5,0.48700000000000004,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,1,12.817489137011401,-4.813698612506936,SG
DeAndre' Bembry,2021,17.8,2.1,3.9,0.527,0.3,0.9,0.302,1.8,3.0,0.593,0.561,0.8,1.2,0.672,0.7,2.1,2.8,1.9,0.9,0.3,1.4,1.6,5.2,2,-12.562747855792754,1.2519273948299265,SF
Dāvis Bertāns,2021,25.4,3.3,8.3,0.40399999999999997,2.9,7.4,0.39799999999999996,0.4,0.9,0.457,0.5820000000000001,1.7,2.0,0.87,0.3,2.6,3.0,0.9,0.6,0.2,0.5,2.4,11.4,4,-2.8327874401075572,-5.871944053968735,PF
Patrick Beverley,2021,22.7,2.5,5.9,0.418,1.6,3.9,0.409,0.9,2.0,0.43700000000000006,0.5529999999999999,1.0,1.2,0.8140000000000001,0.8,2.6,3.4,2.1,0.8,0.7,1.0,3.0,7.6,2,-7.585590483753236,-1.9090973180818704,PG
Saddiq Bey,2021,27.0,3.9,9.6,0.409,2.5,6.4,0.389,1.5,3.2,0.45,0.5379999999999999,1.7,2.0,0.853,0.6,3.9,4.5,1.3,0.7,0.2,0.8,1.6,12.1,4,0.09316915445869028,-3.552287527602107,SF
Khem Birch,2021,22.3,2.7,5.3,0.5,0.2,0.6,0.268,2.5,4.7,0.532,0.516,1.3,1.9,0.705,2.6,3.0,5.7,1.3,0.7,0.8,0.6,1.7,6.8,2,-7.599858344093918,3.336618240793157,C
Khem Birch,2021,19.8,2.0,4.4,0.45,0.1,0.4,0.19,1.9,3.9,0.479,0.45899999999999996,1.3,1.8,0.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3,2,-10.772965365605325,3.2017180084037924,C
Khem Birch,2021,29.5,4.8,8.2,0.58,0.4,1.3,0.35,4.3,6.9,0.622,0.607,1.4,2.3,0.622,3.1,4.3,7.4,1.8,0.8,1.3,1.0,2.5,11.4,0,1.8627834511826356,3.9286750227772074,C
Bismack Biyombo,2021,20.9,2.1,3.7,0.5820000000000001,0.0,0.0,0.0,2.1,3.7,0.584,0.5820000000000001,0.7,1.6,0.447,2.1,3.3,5.4,1.3,0.3,1.2,1.1,2.2,5.0,2,-10.645507055842879,3.6267181413396035,C
Nemanja Bjelica,2021,16.9,2.7,5.8,0.46,0.7,2.2,0.293,2.0,3.5,0.565,0.517,1.2,1.6,0.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2,2,-10.36713268262905,1.5119060741679626,PF
Eric Bledsoe,2021,30.1,4.3,10.3,0.41700000000000004,1.7,5.1,0.341,2.6,5.2,0.49,0.501,1.9,2.7,0.696,0.4,3.1,3.5,3.8,0.8,0.3,1.6,1.5,12.2,4,2.9556754650044628,-3.3677115867334124,SG
Bogdan Bogdanović,2021,29.5,6.0,12.8,0.465,3.3,7.5,0.43700000000000006,2.7,5.3,0.505,0.593,0.8,0.9,0.897,0.5,3.2,3.7,3.3,1.0,0.3,1.2,2.2,16.0,1,6.177966814135598,-4.753786795162285,SG
Bojan Bogdanović,2021,30.8,5.6,12.8,0.441,2.6,6.5,0.395,3.1,6.3,0.488,0.541,3.2,3.6,0.88,0.6,3.3,3.9,1.9,0.6,0.1,1.7,1.6,17.0,1,8.054005849060113,-3.287448726335869,SF
Devin Booker,2021,34.0,9.4,19.3,0.486,1.9,5.5,0.34299999999999997,7.5,13.7,0.5429999999999999,0.535,5.0,5.8,0.863,0.5,3.7,4.2,4.4,0.8,0.2,3.1,2.8,25.6,3,21.713758800186003,-0.3500230007644746,SG
Chris Boucher,2021,24.2,4.8,9.3,0.514,1.5,3.9,0.38299999999999995,3.3,5.4,0.609,0.595,2.5,3.2,0.7879999999999999,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,0,0.7232569191361926,2.40774974338708,C
Avery Bradley,2021,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.44299999999999995,0.47100000000000003,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1.0,2.0,6.4,2,-8.624009112586174,-2.5987467288686688,SG
Avery Bradley,2021,21.1,3.1,6.6,0.47,1.6,3.8,0.42100000000000004,1.5,2.8,0.536,0.591,0.7,0.9,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5,2,-7.644833603941361,-2.5063725317434793,SG
Avery Bradley,2021,23.0,1.9,6.2,0.314,1.0,3.7,0.27,0.9,2.5,0.381,0.395,0.3,0.4,0.833,0.4,1.9,2.3,1.9,0.8,0.1,1.1,1.7,5.2,2,-9.137453988641617,-2.671030032185208,SG
Tony Bradley,2021,16.3,3.2,4.7,0.667,0.0,0.1,0.0,3.2,4.7,0.677,0.667,0.9,1.3,0.679,2.0,3.7,5.7,0.8,0.4,0.7,0.8,1.5,7.2,2,-10.713084815852927,5.221552508886584,C
Tony Bradley,2021,18.3,3.8,5.7,0.6579999999999999,0.0,0.1,0.0,3.8,5.6,0.67,0.6579999999999999,1.5,2.1,0.69,2.1,4.1,6.2,0.8,0.5,0.8,1.3,1.5,9.0,2,-7.460135428779004,5.642012853047131,C
Ignas Brazdeikis,2021,28.4,3.8,8.8,0.43200000000000005,1.0,2.0,0.5,2.8,6.8,0.41200000000000003,0.489,1.4,2.0,0.7,1.4,3.2,4.6,1.8,0.6,0.0,1.4,3.4,10.0,4,-0.04402844031164094,0.45127038792793783,SF
Mikal Bridges,2021,33.0,5.0,9.4,0.535,1.9,4.4,0.418,3.2,5.0,0.64,0.634,1.5,1.8,0.8290000000000001,1.1,3.2,4.2,2.2,1.0,0.9,0.8,1.6,13.4,4,4.562981289701294,-2.957923488266135,SF
Miles Bridges,2021,29.0,4.6,9.1,0.506,1.7,4.2,0.405,2.9,4.9,0.5920000000000001,0.599,1.5,1.7,0.862,1.2,4.8,6.1,2.2,0.7,0.8,1.6,2.1,12.4,4,2.01804284523514,-0.4847180172894291,PF
Oshae Brissett,2021,23.6,3.1,6.4,0.483,1.3,3.2,0.397,1.8,3.2,0.569,0.5820000000000001,2.2,2.8,0.78,1.4,4.0,5.4,0.7,0.9,1.1,0.6,1.3,9.7,4,-4.708085887503369,0.45005639781265555,SF
Malcolm Brogdon,2021,34.5,7.9,17.5,0.45299999999999996,2.6,6.7,0.38799999999999996,5.3,10.8,0.493,0.527,2.7,3.2,0.8640000000000001,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0,21.2,3,17.08991917375468,-2.249673662579931,PG
Armoni Brooks,2021,24.4,3.4,8.5,0.396,2.8,7.1,0.38799999999999996,0.6,1.4,0.435,0.5589999999999999,0.3,0.5,0.556,0.4,2.8,3.2,1.5,0.5,0.3,1.2,1.6,9.8,4,-4.250202772876518,-5.376069673642788,SG
Dillon Brooks,2021,29.7,6.4,15.2,0.418,1.9,5.6,0.34299999999999997,4.4,9.7,0.46,0.48,2.4,2.9,0.823,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5,17.0,1,9.36640991285525,-2.132089991857948,SF
Bruce Brown,2021,22.0,3.5,6.4,0.5479999999999999,0.3,0.9,0.293,3.2,5.5,0.5920000000000001,0.569,1.3,1.7,0.741,1.7,3.5,5.2,1.5,0.9,0.4,0.8,2.2,8.6,2,-5.733574403786472,3.1978667604681026,PG
Jaylen Brown,2021,34.5,9.3,19.2,0.484,2.8,7.1,0.397,6.5,12.1,0.536,0.5579999999999999,3.3,4.3,0.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,24.7,3,20.8008098666081,-1.0066211957268731,SG
Moses Brown,2021,21.0,3.2,6.0,0.539,0.0,0.0,0.0,3.2,6.0,0.539,0.539,1.9,3.0,0.621,3.5,5.2,8.7,0.2,0.7,1.0,1.0,2.1,8.3,0,-5.95540910179941,7.458007009767802,C
Sterling Brown,2021,24.1,2.9,6.6,0.44799999999999995,1.8,4.2,0.423,1.2,2.4,0.49200000000000005,0.584,0.5,0.6,0.8059999999999999,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2,2,-5.999950060817925,-1.6281259305688767,SG
Troy Brown Jr.,2021,18.2,2.2,4.2,0.527,0.6,1.8,0.33299999999999996,1.6,2.4,0.677,0.6,0.4,0.5,0.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5,5.5,2,-12.342006467590137,0.7746386273034529,SF
Jalen Brunson,2021,25.0,4.8,9.2,0.522,1.2,2.9,0.39799999999999996,3.6,6.3,0.579,0.585,1.8,2.2,0.8,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6,4,0.2037312603047486,-0.4197369889928775,PG
Thomas Bryant,2021,27.1,5.9,9.1,0.648,0.9,2.1,0.429,5.0,7.0,0.7140000000000001,0.698,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3,0,2.9701384194143436,3.1099093654577117,C
Reggie Bullock,2021,29.6,3.8,8.6,0.439,2.5,6.0,0.406,1.3,2.5,0.516,0.5820000000000001,0.8,0.9,0.909,0.2,3.1,3.4,1.5,0.8,0.2,0.7,2.3,10.8,4,-0.439021666538608,-5.100150671245312,SF
Alec Burks,2021,25.3,4.1,10.0,0.41,2.0,4.8,0.405,2.1,5.1,0.415,0.509,2.1,2.5,0.85,0.4,4.0,4.4,2.2,0.7,0.3,1.0,2.0,12.2,4,0.13916912283918637,-1.5151467515440642,SG
Jimmy Butler,2021,33.6,7.1,14.2,0.496,0.4,1.9,0.214,6.6,12.3,0.54,0.51,6.9,8.1,0.861,1.8,5.1,6.9,7.2,2.1,0.4,2.1,1.4,21.5,3,16.81319357730164,4.06473571938391,SF
Kentavious Caldwell-Pope,2021,28.3,3.2,7.6,0.423,1.8,4.4,0.40700000000000003,1.4,3.2,0.444,0.54,1.5,1.7,0.865,0.4,2.3,2.7,1.8,0.9,0.4,1.0,1.7,9.7,4,-2.199844149846844,-3.921314057819281,SG
